Date,Projected Cum. GBMSM cases (post. mean; no reversion),Projected GBMSM cases (post. 10%; no reversion),Projected GBMSM cases (post. 90%; no reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion),Projected GBMSM cases (post. 10%; 12wk reversion),Projected GBMSM cases (post. 90%; 12wk reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion + ceased vac rollout),Projected GBMSM cases (post. 10%; 12wk reversion + ceased vac rollout),Projected GBMSM cases (post. 90%; 12wk reversion + ceased vac rollout),Projected Cum. GBMSM cases (post. mean; 4wk reversion),Projected GBMSM cases (post. 10%; 4wk reversion),Projected GBMSM cases (post. 90%; 4wk reversion),Projected Cum. GBMSM cases (post. mean; 4wk reversion + ceased vac rollout),Projected GBMSM cases (post. 10%; 4wk reversion + ceased vac rollout),Projected GBMSM cases (post. 90%; 4wk reversion + ceased vac rollout)
2022-11-21,3338.1388923380005,3224.9818923380003,3477.9818923380003,3385.5798923380003,3233.8818923380004,3582.9818923380003,3439.7343923380004,3242.9818923380003,3688.081892338,3680.0743923380005,3263.9818923380008,4277.181892338001,3930.5343923380005,3271.8818923380004,4802.181892338001
2022-11-28,3339.0018923380003,3224.9818923380003,3478.9818923380003,3393.1858923380005,3233.9818923380003,3599.081892338,3459.7748923380004,3242.9818923380003,3732.9818923380003,3728.0403923380004,3265.8818923380004,4402.181892338001,4042.2978923380006,3274.8818923380004,5094.281892338
2022-12-05,3339.657392338,3224.9818923380003,3480.9818923380003,3401.1343923380005,3234.8818923380004,3617.081892338,3482.9243923380004,3244.8818923380004,3793.9818923380003,3775.612392338,3266.981892338,4534.181892338,4158.0743923380005,3279.8818923380004,5365.381892338
2022-12-12,3340.1408923380004,3224.9818923380003,3483.081892338,3409.7208923380003,3234.9818923380003,3639.081892338,3510.121892338,3245.9818923380003,3848.9818923380003,3822.339892338,3267.981892338,4657.781892337999,4275.568392338,3281.8818923380004,5648.081892338
2022-12-19,3340.4883923380003,3224.9818923380003,3484.081892338,3418.5913923380003,3234.9818923380003,3663.081892338,3540.7883923380004,3245.9818923380003,3919.281892338,3868.2278923380004,3267.9818923380003,4760.281892338,4394.204892338001,3283.881892338001,5937.281892338
2022-12-26,3340.7773923380005,3224.9818923380003,3484.9818923380003,3427.9628923380005,3234.9818923380008,3683.281892338,3574.3038923380004,3246.8818923380004,3988.9818923380003,3912.5118923380005,3268.9818923380008,4868.081892338,4513.992892338,3284.9818923380003,6205.5818923379975
2023-01-02,3340.9843923380004,3224.9818923380003,3485.081892338,3437.802392338,3234.9818923380003,3711.081892338,3610.9378923380004,3247.9818923380003,4079.481892338,3954.7353923380006,3269.9818923380008,4962.081892338,4633.961392338,3285.9818923380003,6512.381892338
2023-01-09,3341.1633923380004,3224.9818923380003,3485.9818923380003,3447.755892338,3234.9818923380003,3731.081892338,3649.518892338,3247.9818923380003,4179.181892338,3995.9328923380003,3269.9818923380003,5069.781892338,4752.867892338,3287.8818923380004,6819.281892338
2023-01-16,3341.2903923380004,3224.9818923380003,3486.9818923380003,3458.0073923380005,3234.9818923380003,3751.9818923380003,3689.827392338,3248.8818923380004,4278.181892338,4035.237392338,3269.981892338,5163.581892337999,4869.763392338,3287.981892338,7093.3818923379995
2023-01-23,3341.3843923380005,3224.9818923380003,3486.9818923380003,3468.232892338,3234.981892338,3784.081892338,3731.307392338,3249.9818923380003,4387.8818923379995,4073.8588923380003,3269.9818923380003,5246.8818923379995,4985.032392338,3288.8818923380004,7379.181892338
2023-01-30,3341.4728923380003,3224.9818923380003,3486.9818923380003,3478.389392338,3234.981892338,3811.281892338,3773.3348923380004,3249.9818923380003,4498.281892338,4110.344392338,3269.981892338,5336.281892337999,5097.601892338,3288.881892338,7599.881892337996
2023-02-06,3341.543892338,3224.9818923380003,3486.9818923380003,3488.4548923380003,3234.9818923380003,3828.081892338,3815.8688923380005,3249.9818923380008,4635.181892338001,4146.361392338,3269.981892338,5418.081892337999,5205.950892338,3288.981892338,7845.081892337995
2023-02-13,3341.6008923380004,3224.9818923380003,3486.9818923380003,3498.5273923380005,3234.9818923380003,3855.381892338,3859.130392338,3249.981892338,4735.581892337999,4181.361892338,3269.981892338,5496.381892337999,5310.723392338001,3288.9818923380008,8148.181892338001
2023-02-20,3341.646392338,3224.9818923380003,3486.9818923380003,3508.3868923380005,3234.9818923380008,3879.081892338,3902.7613923380004,3249.9818923380003,4854.681892337999,4214.546392338,3270.8818923380004,5568.681892338,5410.831392338,3288.9818923380003,8409.081892338001
2023-02-27,3341.6743923380004,3224.9818923380003,3486.9818923380003,3518.1098923380005,3234.9818923380003,3894.9818923380003,3946.530392338,3249.9818923380003,4990.081892338,4246.799892338,3270.981892338,5659.881892337999,5505.650892338001,3288.9818923380008,8626.681892338
2023-03-06,3341.7058923380005,3224.9818923380003,3486.9818923380003,3527.623892338,3234.9818923380003,3918.281892338,3990.5758923380004,3249.9818923380003,5103.281892338,4277.453392338,3270.9818923380003,5737.981892338001,5596.867892338,3288.9818923380003,8874.681892337998
